user_id,business_id,stars
65,273,5.0
65,558,5.0
83,143,5.0
81,211,4.0
28,195,4.0
79,269,4.0
7,15,3.0
27,336,5.0
16,189,1.0
20,389,5.0
82,248,1.0
54,55,4.0
83,540,5.0
83,139,4.0
83,89,5.0
54,459,2.0
81,211,5.0
58,91,1.0
54,276,4.0
28,322,5.0
97,616,5.0
0,205,5.0
7,662,3.0
88,708,2.0
14,172,4.0
88,275,5.0
86,66,2.0
98,259,5.0
7,269,5.0
75,497,3.0
33,587,2.0
101,70,3.0
97,391,4.0
44,38,1.0
37,589,4.0
135,385,3.0
116,9,5.0
97,496,5.0
43,361,4.0
6,140,4.0
107,532,4.0
102,171,5.0
58,82,5.0
163,180,4.0
79,529,5.0
66,218,1.0
122,630,4.0
54,264,1.0
65,196,2.0
54,657,5.0
92,682,4.0
43,291,4.0
36,624,5.0
83,234,4.0
159,414,5.0
88,374,1.0
65,491,4.0
97,61,3.0
33,342,2.0
29,223,5.0
0,381,5.0
115,624,4.0
113,334,4.0
4,125,4.0
65,60,4.0
33,43,5.0
41,631,5.0
7,170,4.0
18,443,2.0
108,8,4.0
58,607,3.0
60,570,4.0
65,33,4.0
4,600,3.0
132,121,5.0
58,202,4.0
43,681,5.0
120,603,2.0
83,261,5.0
54,328,5.0
159,192,5.0
11,153,5.0
65,309,3.0
65,154,4.0
65,633,4.0
33,247,2.0
79,82,4.0
14,103,3.0
125,450,5.0
113,186,4.0
165,73,3.0
3,57,2.0
18,34,5.0
18,485,5.0
58,272,4.0
65,639,3.0
71,208,4.0
16,501,5.0
58,370,3.0
97,78,2.0
16,258,4.0
65,318,4.0
65,255,4.0
83,68,4.0
96,686,1.0
16,688,4.0
86,94,5.0
14,330,5.0
7,113,5.0
113,693,4.0
62,93,5.0
137,451,1.0
115,385,2.0
11,629,4.0
58,614,3.0
11,123,5.0
113,557,3.0
65,457,2.0
54,363,4.0
123,219,4.0
113,599,3.0
83,579,3.0
11,251,3.0
142,678,3.0
18,643,4.0
58,15,2.0
173,519,5.0
113,291,4.0
54,438,3.0
159,232,5.0
58,507,5.0
65,256,4.0
63,411,5.0
18,582,3.0
154,198,5.0
166,467,5.0
11,541,3.0
54,393,4.0
28,254,5.0
102,404,4.0
68,343,3.0
88,282,4.0
58,453,4.0
6,422,3.0
16,637,1.0
107,304,3.0
83,321,3.0
96,303,3.0
41,475,4.0
58,325,3.0
113,527,4.0
113,412,4.0
58,226,2.0
166,213,3.0
4,668,3.0
54,554,3.0
43,521,5.0
83,61,4.0
65,573,3.0
142,442,5.0
32,187,4.0
142,396,4.0
123,354,4.0
6,294,5.0
54,542,5.0
136,323,5.0
83,349,4.0
65,436,4.0
169,16,5.0
103,208,5.0
83,638,4.0
142,71,2.0
168,54,1.0
54,326,4.0
60,162,1.0
113,604,3.0
113,550,4.0
83,511,5.0
58,98,4.0
142,164,5.0
97,375,4.0
54,434,5.0
3,4,3.0
67,97,1.0
33,463,3.0
35,559,4.0
54,401,5.0
83,425,5.0
145,334,4.0
146,442,4.0
135,706,2.0
65,652,4.0
70,270,4.0
17,429,5.0
58,160,4.0
112,695,4.0
67,137,4.0
142,27,3.0
154,180,5.0
166,519,3.0
142,172,4.0
142,413,5.0
11,591,5.0
54,79,5.0
113,96,3.0
133,592,5.0
54,246,5.0
131,277,5.0
151,317,3.0
144,524,5.0
133,592,5.0
119,284,4.0
65,243,5.0
113,655,4.0
58,623,5.0
99,324,5.0
157,574,5.0
54,169,1.0
54,251,1.0
45,333,5.0
142,508,5.0
65,60,4.0
54,702,5.0
157,360,1.0
140,449,5.0
90,332,5.0
63,419,5.0
123,130,3.0
113,109,4.0
135,207,3.0
105,260,5.0
111,615,4.0
105,710,5.0
177,168,5.0
65,544,5.0
58,91,3.0
28,493,4.0
65,691,1.0
11,255,4.0
33,17,5.0
88,190,1.0
85,633,4.0
123,535,3.0
14,592,4.0
43,470,1.0
175,145,5.0
54,452,3.0
97,516,4.0
130,419,5.0
78,7,4.0
166,698,2.0
174,210,4.0
133,400,3.0
83,691,1.0
45,628,1.0
37,82,5.0
114,531,5.0
105,131,4.0
106,423,5.0
172,146,5.0
83,617,5.0
45,484,3.0
11,240,5.0
35,253,4.0
105,105,4.0
166,404,4.0
150,96,4.0
43,645,5.0
63,379,5.0
127,307,5.0
54,547,4.0
54,197,5.0
105,553,4.0
164,86,5.0
102,195,4.0
114,42,5.0
54,24,5.0
98,704,3.0
131,242,5.0
105,639,4.0
11,75,5.0
155,117,1.0
160,293,4.0
22,460,4.0
105,56,5.0
11,306,1.0
142,663,1.0
97,496,4.0
5,476,4.0
176,263,5.0
24,685,5.0
113,403,4.0
7,132,5.0
135,589,3.0
43,631,5.0
8,561,3.0
65,619,5.0
11,296,3.0
174,549,1.0
11,90,5.0
54,430,1.0
14,327,3.0
142,58,5.0
113,612,4.0
54,124,5.0
16,611,3.0
54,657,5.0
85,410,1.0
88,576,2.0
65,318,5.0
170,606,5.0
139,224,4.0
62,590,4.0
105,64,5.0
48,349,5.0
123,385,5.0
109,208,5.0
128,267,5.0
142,673,5.0
105,474,4.0
105,321,5.0
14,343,4.0
105,313,3.0
156,208,5.0
107,589,5.0
105,183,4.0
152,377,4.0
45,384,5.0
173,203,1.0
121,245,5.0
113,446,4.0
70,512,5.0
142,421,1.0
107,589,5.0
141,111,4.0
45,584,2.0
172,67,3.0
133,592,5.0
104,378,5.0
83,184,5.0
138,205,4.0
54,394,3.0
114,141,5.0
83,565,2.0
14,39,4.0
105,601,5.0
130,356,4.0
18,286,4.0
45,44,4.0
45,287,3.0
11,6,5.0
172,575,5.0
105,282,4.0
131,319,5.0
174,127,2.0
162,706,4.0
172,373,2.0
135,656,4.0
14,208,4.0
113,632,5.0
81,350,5.0
142,593,5.0
54,452,5.0
48,221,3.0
166,135,2.0
111,602,5.0
58,453,2.0
54,709,1.0
7,408,1.0
11,178,5.0
58,91,4.0
75,263,3.0
113,142,3.0
18,215,4.0
105,517,5.0
98,104,4.0
167,340,5.0
88,633,5.0
54,499,1.0
171,348,5.0
114,388,5.0
135,192,4.0
115,286,4.0
54,62,4.0
8,568,5.0
113,10,4.0
156,39,3.0
8,415,3.0
81,435,5.0
54,483,4.0
58,40,3.0
107,419,4.0
88,677,2.0
117,135,4.0
149,440,3.0
113,464,4.0
45,649,2.0
175,641,5.0
7,431,3.0
148,669,5.0
105,711,5.0
105,680,4.0
105,503,5.0
105,490,5.0
105,359,5.0
105,237,5.0
105,487,4.0
129,382,5.0
105,618,4.0
105,444,4.0
105,541,4.0
105,83,5.0
105,480,5.0
105,660,5.0
105,513,5.0
179,308,3.0
105,439,4.0
105,80,5.0
11,591,4.0
105,177,5.0
105,562,4.0
105,266,4.0
105,282,5.0
160,59,4.0
105,163,5.0
77,610,5.0
105,72,5.0
105,618,5.0
147,356,4.0
105,262,5.0
105,118,5.0
54,452,2.0
126,7,5.0
105,229,5.0
105,658,5.0
105,368,5.0
143,8,5.0
158,498,5.0
158,233,5.0
105,313,4.0
54,665,5.0
105,251,3.0
110,518,2.0
105,49,5.0
105,271,5.0
105,31,1.0
105,679,4.0
105,416,3.0
105,201,3.0
105,631,5.0
158,311,5.0
105,271,4.0
105,653,4.0
175,358,5.0
62,441,4.0
54,116,5.0
105,537,4.0
105,41,4.0
105,100,4.0
105,666,4.0
105,605,5.0
105,381,5.0
105,520,5.0
105,457,3.0
105,271,3.0
105,503,5.0
105,675,4.0
105,51,4.0
105,320,2.0
172,403,5.0
54,236,3.0
105,513,4.0
105,566,4.0
105,268,3.0
105,489,4.0
105,517,5.0
124,239,5.0
105,349,3.0
105,588,3.0
118,239,5.0
178,51,3.0
105,598,5.0
11,447,3.0
157,519,5.0
105,297,4.0
22,235,4.0
105,647,3.0
105,112,5.0
105,53,4.0
105,694,5.0
45,555,2.0
105,500,3.0
105,282,5.0
105,256,1.0
105,224,4.0
105,108,4.0
153,472,4.0
7,329,3.0
105,548,5.0
54,23,4.0
174,185,3.0
131,290,5.0
5,151,3.0
105,3,2.0
161,465,1.0
110,689,5.0
54,525,2.0
105,486,4.0
105,201,4.0
105,353,5.0
105,650,4.0
105,292,5.0
105,112,5.0
131,703,4.0
45,35,5.0
152,331,4.0
157,85,2.0
105,506,4.0
105,620,5.0
105,351,5.0
105,183,5.0
114,628,5.0
105,282,5.0
11,106,5.0
97,152,3.0
134,631,4.0
158,138,5.0
83,586,5.0
54,661,3.0
105,626,5.0
105,84,4.0
114,346,3.0
41,580,4.0
54,621,4.0
105,495,2.0
105,281,4.0
105,265,2.0
54,159,5.0
54,179,4.0
105,701,5.0
131,528,4.0
105,266,4.0
105,394,4.0
105,494,4.0
105,455,4.0
105,383,3.0
111,706,4.0
105,296,5.0
105,479,5.0
105,390,4.0
205,22,5.0
129,564,5.0
105,2,4.0
142,569,5.0
105,425,3.0
105,64,5.0
105,407,5.0
11,20,5.0
105,241,3.0
105,429,5.0
105,639,4.0
105,473,5.0
22,82,5.0
205,334,2.0
105,227,5.0
181,563,2.0
195,552,5.0
158,110,5.0
45,646,3.0
85,264,4.0
105,353,5.0
105,492,4.0
105,18,2.0
85,50,5.0
214,150,5.0
105,316,5.0
105,582,3.0
113,128,3.0
202,592,2.0
105,194,4.0
105,349,4.0
54,622,5.0
133,592,5.0
105,666,4.0
105,112,5.0
105,365,4.0
171,172,5.0
105,478,5.0
105,191,4.0
54,28,3.0
105,285,4.0
105,635,3.0
105,427,4.0
174,82,5.0
58,26,2.0
105,161,4.0
105,587,2.0
105,653,4.0
105,310,4.0
105,148,4.0
131,488,4.0
131,135,5.0
105,664,5.0
129,171,5.0
105,238,4.0
105,418,2.0
45,63,3.0
142,65,5.0
157,674,5.0
105,560,3.0
54,32,4.0
105,701,4.0
105,572,5.0
105,380,3.0
105,257,4.0
56,433,5.0
105,684,1.0
181,559,4.0
105,188,2.0
11,209,2.0
105,183,5.0
85,353,5.0
107,280,4.0
105,165,3.0
105,416,4.0
105,505,4.0
105,457,4.0
105,631,5.0
105,237,4.0
105,597,3.0
129,69,4.0
105,95,5.0
43,584,5.0
105,398,4.0
105,492,4.0
105,1,4.0
105,112,5.0
54,665,4.0
131,302,5.0
105,510,3.0
105,514,4.0
105,275,5.0
105,567,3.0
105,447,4.0
105,492,4.0
105,487,4.0
105,81,5.0
105,642,5.0
123,546,3.0
105,214,5.0
105,47,3.0
185,341,5.0
105,515,5.0
105,456,5.0
105,670,4.0
142,27,3.0
196,7,5.0
105,191,5.0
105,230,4.0
105,407,5.0
105,712,4.0
105,312,4.0
105,119,4.0
105,601,5.0
105,328,4.0
105,371,4.0
54,665,3.0
54,349,5.0
105,608,5.0
105,605,4.0
105,112,5.0
155,344,4.0
105,362,4.0
105,397,4.0
22,127,4.0
105,112,4.0
105,701,5.0
162,399,5.0
1,509,3.0
1,530,3.0
213,484,4.0
75,107,1.0
11,387,5.0
65,386,4.0
33,477,5.0
113,437,3.0
181,332,5.0
11,94,5.0
48,621,5.0
54,24,5.0
54,654,5.0
105,204,4.0
105,231,3.0
105,351,4.0
105,560,2.0
105,495,4.0
94,1110,4.0
44,722,4.0
54,1404,3.0
76,810,3.0
54,1203,5.0
11,1080,4.0
54,1165,4.0
54,1241,4.0
83,991,4.0
83,721,4.0
19,1211,3.0
11,1026,1.0
11,862,3.0
194,1009,1.0
34,1405,5.0
18,1354,4.0
54,772,1.0
83,946,5.0
35,1324,4.0
54,919,4.0
207,1346,2.0
11,1276,5.0
98,1173,4.0
11,942,4.0
54,1419,4.0
51,1107,4.0
173,1222,1.0
27,1207,5.0
54,833,5.0
11,726,4.0
187,1162,3.0
186,1157,4.0
16,723,5.0
43,1127,4.0
54,1208,4.0
15,903,4.0
11,777,3.0
11,1210,5.0
5,1331,4.0
11,1283,2.0
83,776,3.0
1,915,2.0
18,1048,3.0
83,1422,5.0
6,1316,5.0
213,1119,5.0
55,1188,1.0
11,826,2.0
54,1035,2.0
192,1342,4.0
33,832,3.0
19,985,5.0
4,800,5.0
83,797,3.0
4,939,3.0
27,1196,5.0
147,718,1.0
17,1040,5.0
83,1224,5.0
48,1126,5.0
77,1253,3.0
81,1186,5.0
94,1197,3.0
54,809,4.0
54,1179,4.0
121,1266,4.0
11,1086,4.0
199,781,3.0
60,963,4.0
6,1173,3.0
83,924,3.0
62,1262,4.0
189,985,5.0
28,945,5.0
212,1416,5.0
36,1118,2.0
85,730,3.0
54,1035,4.0
98,1045,4.0
9,737,4.0
7,761,4.0
204,1335,4.0
11,1394,3.0
11,975,5.0
193,1112,4.0
83,1131,4.0
11,862,4.0
36,1206,2.0
11,1021,1.0
150,1255,4.0
83,1357,3.0
27,893,5.0
54,841,4.0
83,1365,3.0
124,1131,4.0
83,836,4.0
1,1296,1.0
198,940,4.0
180,1363,5.0
83,860,5.0
7,1308,4.0
67,762,3.0
36,1018,4.0
54,1288,4.0
7,1192,4.0
16,1375,3.0
88,927,5.0
197,897,5.0
7,1041,4.0
54,1398,3.0
94,1221,5.0
11,975,2.0
65,1223,3.0
54,1250,4.0
182,807,3.0
110,870,4.0
1,1306,4.0
39,1315,5.0
83,993,5.0
212,1243,3.0
206,1003,3.0
54,1176,2.0
203,759,5.0
200,907,5.0
54,755,5.0
42,1370,5.0
44,734,3.0
18,1257,4.0
11,713,4.0
106,1235,5.0
83,850,5.0
23,1342,3.0
67,1114,3.0
89,1253,4.0
100,898,3.0
62,1012,3.0
65,1136,4.0
83,843,5.0
18,808,3.0
7,930,1.0
54,1272,4.0
83,869,4.0
33,991,4.0
65,1048,2.0
213,1119,5.0
54,1392,4.0
43,782,4.0
184,933,5.0
33,1148,1.0
11,791,4.0
83,1123,5.0
114,856,5.0
67,1297,4.0
106,1133,5.0
45,1280,5.0
16,1326,1.0
24,1164,5.0
191,1024,4.0
83,1094,5.0
35,1166,4.0
7,1121,3.0
18,816,5.0
3,1122,3.0
166,1189,5.0
190,1102,4.0
1,1081,4.0
18,975,4.0
44,722,3.0
18,1293,2.0
211,744,4.0
32,996,4.0
4,1032,4.0
54,1025,4.0
11,982,3.0
11,1182,2.0
7,1338,2.0
7,1324,2.0
83,1065,5.0
33,832,4.0
40,910,4.0
14,765,4.0
44,717,2.0
191,798,5.0
54,981,5.0
163,756,5.0
43,877,5.0
96,1228,1.0
71,1137,3.0
28,773,4.0
98,1028,4.0
11,1048,3.0
54,804,3.0
11,904,2.0
54,1023,5.0
54,803,4.0
54,1282,4.0
94,1103,4.0
191,815,4.0
18,736,4.0
89,902,5.0
58,978,5.0
83,960,4.0
7,872,5.0
69,739,5.0
7,792,5.0
7,865,5.0
16,1163,2.0
60,908,4.0
85,1285,4.0
33,859,1.0
107,1325,2.0
60,917,4.0
141,896,5.0
15,964,5.0
60,1138,3.0
60,1355,5.0
18,870,2.0
199,1070,4.0
188,1212,4.0
41,861,4.0
14,1130,3.0
33,1151,5.0
83,1409,5.0
0,1133,4.0
203,783,2.0
83,1010,5.0
61,1116,5.0
7,1324,1.0
157,1184,1.0
33,808,3.0
11,774,2.0
185,1016,5.0
83,890,5.0
54,1279,5.0
111,1251,3.0
54,1020,3.0
33,1160,1.0
38,1292,4.0
36,875,3.0
16,1001,5.0
11,904,5.0
14,1383,3.0
101,771,3.0
114,1423,4.0
71,1204,4.0
94,766,4.0
184,1307,4.0
18,745,5.0
54,758,3.0
83,780,5.0
215,1180,4.0
18,1080,3.0
27,957,4.0
88,944,4.0
70,1274,4.0
11,801,4.0
128,748,5.0
181,1031,5.0
27,831,5.0
7,1338,5.0
210,926,1.0
114,1156,5.0
7,1078,3.0
7,1338,4.0
11,1245,2.0
7,1330,4.0
26,1046,5.0
107,1319,5.0
203,824,4.0
89,913,5.0
4,1236,4.0
208,1370,5.0
48,718,4.0
43,1253,4.0
95,1286,5.0
71,897,4.0
11,1210,3.0
54,842,5.0
88,1159,4.0
83,727,5.0
16,823,3.0
27,1234,2.0
54,992,4.0
7,1057,2.0
71,1401,4.0
43,1173,2.0
44,894,2.0
7,1073,4.0
209,895,5.0
93,1199,5.0
33,874,4.0
71,931,5.0
4,868,4.0
83,1205,2.0
116,732,5.0
115,805,4.0
43,928,4.0
78,1164,4.0
101,1133,4.0
54,850,4.0
115,1262,5.0
123,875,4.0
43,819,4.0
7,846,4.0
58,1244,5.0
43,961,3.0
159,906,3.0
48,1144,4.0
65,812,4.0
163,1230,5.0
54,731,4.0
185,1076,4.0
137,784,5.0
14,1117,3.0
29,1367,3.0
18,948,3.0
67,1262,4.0
60,1317,3.0
14,1130,3.0
14,893,4.0
83,1271,3.0
33,1148,2.0
186,748,4.0
65,1328,5.0
58,1027,5.0
54,1248,5.0
6,1341,5.0
95,1093,5.0
60,878,1.0
191,934,5.0
27,1147,5.0
18,799,5.0
11,888,5.0
54,787,5.0
1,886,4.0
33,745,4.0
18,1275,2.0
28,789,2.0
159,1410,4.0
4,1318,3.0
83,1064,4.0
43,1400,4.0
11,1136,4.0
94,1136,5.0
94,1103,2.0
60,878,4.0
67,1272,5.0
14,771,3.0
89,1336,5.0
60,839,4.0
67,1413,5.0
183,1242,5.0
213,905,4.0
58,757,2.0
65,788,3.0
16,971,2.0
29,718,5.0
115,813,5.0
11,817,2.0
117,901,4.0
54,1052,4.0
43,956,4.0
83,1193,3.0
17,751,4.0
185,1157,4.0
6,1003,3.0
7,1338,5.0
65,784,3.0
79,1137,5.0
58,1008,5.0
33,948,4.0
166,884,5.0
11,854,3.0
97,851,2.0
20,840,3.0
65,1313,4.0
18,1236,2.0
34,1084,5.0
58,1128,5.0
115,837,5.0
18,729,3.0
58,1418,1.0
150,1173,4.0
159,740,5.0
11,863,4.0
54,844,5.0
159,1031,5.0
102,920,4.0
166,876,4.0
79,1168,4.0
7,1034,4.0
185,1066,3.0
11,736,4.0
3,1369,4.0
123,1343,3.0
162,737,4.0
140,1322,4.0
157,1278,5.0
58,994,4.0
166,916,4.0
43,1362,5.0
54,818,5.0
157,974,5.0
58,1258,5.0
65,918,4.0
116,1374,4.0
16,925,4.0
103,985,5.0
54,788,4.0
203,879,4.0
135,857,3.0
113,1017,4.0
58,1396,5.0
3,1082,1.0
8,1417,4.0
114,895,5.0
54,1379,5.0
63,1106,5.0
113,786,4.0
43,936,5.0
97,1131,4.0
190,829,4.0
146,1181,3.0
58,1095,3.0
65,749,5.0
58,1311,5.0
30,1415,4.0
4,1232,4.0
58,1314,5.0
65,738,4.0
58,1091,3.0
11,1240,3.0
123,1353,3.0
54,1347,3.0
83,944,5.0
123,1265,4.0
62,1298,3.0
166,1194,4.0
14,984,3.0
65,1002,3.0
11,1329,5.0
83,1221,5.0
58,1229,5.0
159,976,4.0
83,1360,5.0
142,1220,5.0
107,1287,5.0
83,1259,5.0
201,884,5.0
67,1112,5.0
97,1289,2.0
247,1072,5.0
114,1090,5.0
166,949,4.0
60,734,4.0
48,752,4.0
257,1184,1.0
216,1019,4.0
113,1079,4.0
113,962,4.0
246,1356,5.0
58,1403,5.0
114,1388,5.0
113,802,3.0
33,736,3.0
113,1359,3.0
113,1302,5.0
113,1145,3.0
250,875,4.0
142,1290,3.0
117,1295,4.0
172,1415,5.0
58,779,5.0
97,1361,2.0
37,1199,5.0
15,903,4.0
11,1202,3.0
92,932,5.0
153,764,3.0
163,891,5.0
230,1406,2.0
102,1143,3.0
14,1175,3.0
85,914,5.0
97,790,5.0
115,979,3.0
244,1377,3.0
65,1337,2.0
102,1247,4.0
1,999,4.0
65,883,2.0
133,1177,4.0
98,1412,4.0
54,795,4.0
54,1390,4.0
172,1058,5.0
28,1011,5.0
58,1305,3.0
188,955,2.0
174,1073,4.0
142,893,5.0
11,778,4.0
58,845,3.0
58,1371,5.0
69,1301,5.0
137,926,5.0
83,716,5.0
54,873,5.0
83,742,5.0
113,1399,4.0
83,1200,5.0
11,1029,3.0
113,972,4.0
114,1171,5.0
249,1172,1.0
255,1183,1.0
92,1190,5.0
184,920,5.0
65,737,5.0
79,1381,4.0
113,1399,3.0
133,899,4.0
162,1168,5.0
62,1284,4.0
135,1187,4.0
142,957,4.0
244,793,3.0
113,1387,5.0
113,858,1.0
85,1414,5.0
18,820,2.0
174,720,3.0
108,822,5.0
113,830,5.0
152,768,5.0
54,958,4.0
245,967,3.0
142,1269,4.0
28,1167,2.0
261,1323,4.0
157,884,5.0
48,1382,5.0
125,1385,4.0
54,1397,5.0
7,1407,3.0
67,1092,3.0
58,1294,5.0
113,887,3.0
11,923,5.0
255,1183,1.0
54,988,4.0
256,753,5.0
113,892,4.0
113,941,4.0
83,1099,5.0
255,1183,1.0
167,1054,5.0
233,977,1.0
252,1043,5.0
162,1350,5.0
83,948,4.0
259,1327,1.0
83,1225,4.0
113,1283,5.0
102,1187,4.0
85,929,3.0
60,1146,4.0
54,968,3.0
233,838,5.0
54,1364,4.0
14,1033,4.0
113,1182,2.0
113,1131,3.0
177,1154,5.0
65,1382,5.0
114,1252,4.0
85,1051,5.0
172,889,5.0
260,1158,5.0
28,848,3.0
162,978,4.0
11,737,5.0
54,900,5.0
97,719,4.0
54,724,5.0
83,1013,5.0
147,1323,5.0
54,954,5.0
150,1342,4.0
11,1267,4.0
11,935,1.0
41,909,4.0
241,1137,5.0
170,788,1.0
48,1060,5.0
262,998,1.0
117,1139,3.0
263,1230,5.0
152,1309,5.0
172,763,2.0
113,1389,5.0
174,1137,4.0
54,1036,5.0
4,911,4.0
215,1352,2.0
133,952,5.0
114,1191,3.0
85,849,5.0
7,827,3.0
172,1113,3.0
94,1068,4.0
130,1212,5.0
174,769,5.0
152,880,5.0
11,733,5.0
242,1005,1.0
54,1320,5.0
45,1140,3.0
174,1348,2.0
133,1055,5.0
218,1042,3.0
254,1135,5.0
113,1391,4.0
152,1291,4.0
14,969,3.0
65,1015,4.0
152,1162,3.0
14,953,4.0
105,737,3.0
113,796,5.0
236,1386,5.0
105,1332,5.0
105,738,4.0
105,1217,4.0
65,912,4.0
85,959,4.0
45,986,2.0
105,1277,4.0
105,1129,4.0
123,1030,4.0
54,922,5.0
105,1393,5.0
105,1109,5.0
31,1368,5.0
105,948,5.0
105,999,3.0
11,1132,5.0
105,1306,5.0
166,884,5.0
5,1216,5.0
105,1219,5.0
174,1073,5.0
124,785,4.0
105,1104,4.0
123,814,1.0
152,880,5.0
88,1310,2.0
105,743,4.0
160,1336,5.0
11,983,5.0
105,975,4.0
105,1264,5.0
105,1372,3.0
158,866,5.0
105,1149,3.0
45,1056,5.0
172,1140,5.0
14,1340,4.0
248,1402,2.0
172,1004,5.0
105,1325,5.0
83,1022,5.0
105,904,4.0
105,870,5.0
172,1233,5.0
54,1007,5.0
105,1209,4.0
105,1007,5.0
105,1312,5.0
105,1038,2.0
239,1153,5.0
158,1351,5.0
105,1170,5.0
105,1246,4.0
105,1097,3.0
105,1380,4.0
105,982,5.0
105,725,5.0
105,835,2.0
105,1080,3.0
105,937,4.0
11,881,2.0
105,1006,5.0
236,1349,3.0
226,1276,5.0
114,1215,5.0
97,1201,3.0
45,747,4.0
228,1249,3.0
172,973,5.0
158,1237,4.0
105,799,4.0
110,1150,5.0
105,847,3.0
105,1339,5.0
255,938,5.0
211,1263,5.0
105,1063,4.0
105,1059,2.0
105,1061,3.0
105,729,5.0
237,921,5.0
105,1178,3.0
105,1142,4.0
114,1174,1.0
112,871,5.0
105,1328,3.0
105,1395,4.0
158,1408,4.0
67,1074,3.0
105,927,5.0
105,1136,4.0
58,1238,3.0
113,1424,4.0
