business_id,name,stars,review_count
58,Reno Tap Room,4.0,45
59,Tony's Luke,2.5,172
60,Mood Cafe,4.5,458
61,Regal Oaks,2.5,48
62,Chinese Delight,3.0,52
63,EATS! American Grill,4.0,323
64,Southgate,4.0,323
65,Sport Haus Reno,5.0,25
66,Blueplate,4.0,232
67,Ichicoro Ane,4.0,264
68,Lorenzo & Sons Pizza,3.5,71
69,Dunkin',2.5,29
70,Sachiko Sushi,3.5,191
71,Jones West Ford,1.5,254
72,Izumi,4.0,219
73,Zeko's Mediterranean Grill,4.5,345
74,Lexus of Clearwater,4.0,136
75,Abbruzzi & Giunta's Italian Market,4.5,44
76,Catelli Ristorante & Caffe,4.0,8
77,Le Peep,4.0,259
78,AMC Plymouth Meeting Mall 12,2.5,169
79,Mr Wizard of Aston,3.5,9
80,Olly,4.0,51
81,Han Dynasty,4.0,783
82,District Donuts Sliders Brew,4.5,2062
83,Kimpton Hotel Monaco Philadelphia,4.0,499
84,Capogiro Gelato,4.0,252
85,Bella Pizzeria,3.0,66
86,Burger Study,4.0,441
87,México Lindo,4.5,73
88,AMC Westbank Palace 16,3.0,102
89,Alfredo's Pizza,4.5,79
90,Versi Vino,5.0,60
91,Grand Isle,4.0,588
92,The Comcast Experience HD Video Wall,4.0,50
93,Ready Aim Fire Incorporated,3.5,48
94,Denim byob,4.5,149
95,The Farm and Fisherman,4.0,234
96,Carnival Cruise Lines,2.5,173
97,Gullifty's Restaurant,3.0,270
98,Taco Del Mar,3.5,16
99,Apple Store - Christiana Mall,3.0,105
100,Tropical Isle Original,4.0,227
101,Prep & Pastry,4.5,2126
102,Bourbon Street Blues Company,3.5,81
103,Reno Events Center,3.5,66
104,River Horse Brewing Company,4.0,46
105,J'aime French Bakery,4.5,310
106,LesbiVeggies,4.5,52
107,Katie's Restaurant & Bar,4.5,1289
108,Domino's Pizza,3.5,24
109,Jasmine Thai,4.0,195
110,Target,3.5,117
111,Buddy Brew - Hyde Park,4.0,148
112,Pub & Kitchen,3.5,615
113,Quality Pizza,3.0,19
114,HORN'S EATERY,4.0,597
115,The Grog Grill,3.5,125
116,Los Machetes Authentic Mexican Restaurant,4.0,55
117,"Hampton Inn Indianapolis NW/Zionsville, IN",2.5,17
118,Rockwell Beer Company,4.5,187
119,Dmitri's,4.0,273
120,Kien Giang,3.5,326
121,Kuchi Sushi & Hibachi,4.0,319
122,Redemption,3.0,63
123,Watergarden Inn At the Bay,4.5,30
124,Collingdale Flowers,4.5,7
125,Urban Eats,4.0,88
126,Sushi Minato,4.0,231
127,Creole Creamery,4.5,921
128,Shangri-La Bath & Sauna,4.5,85
129,Sky Zone Trampoline Park,3.5,71
130,Eet Gud Bakery,4.5,78
131,1 Tippling Place,4.0,300
132,Jefferson Feed Mid-City,4.5,34
133,Brummis - the German Taste,4.5,111
134,Blair's Florist,4.5,7
135,Milktooth,4.0,1379
136,Our Daily Bread,3.5,106
137,Radnor Valley Country Club,4.5,6
138,McDonald's,1.5,89
139,Asian Cafe,3.5,80
140,Chicago's Stuffed Pizza,2.0,17
141,Ballyhoo Grill,3.5,262
142,ALDI,4.0,5
143,Uno Pizzeria & Grill,3.0,138
144,The Depot,3.5,83
145,Rooftop Garden,3.5,60
146,Great Expressions Dental Centers - Citrus Park,2.0,6
147,George's Wings,3.5,50
148,Vineyards Cafe,4.5,192
149,Love Nail & Spa,4.0,115
150,Long Hollow Pizza and Pub,4.0,90
151,Cafe Du Monde City Park,4.0,130
152,Ama Ti Salon and Spa,3.5,14
153,Bhakti Hot Yoga South Jersey,3.5,10
154,IslandVybez Jamaican Restaurant,3.0,5
155,Chili's,2.0,114
156,Vinny Vegas Pizza,3.5,29
157,Willis Honda,2.0,18
158,TGH Urgent Care powered by Fast Track,3.5,48
159,Stargate Diner,3.5,71
160,City Putt,4.0,56
161,The Blue Duck,4.0,495
162,Quinn's Restaurant & Lounge,3.0,75
163,Philadelphia Auto Body,4.5,63
164,Batch Cupcakery,3.5,215
165,The Black Sheep Pub & Restaurant,3.5,339
166,Brother Paul's,3.0,85
167,The Voodoo Bone Lady Tours,4.5,359
168,Mole y Abuela,4.0,201
169,Franklin Mint Federal Credit Union,1.5,7
170,Borders Books Music & Cafe,4.0,12
171,Crown Candy Kitchen,4.5,558
172,Josef's Vienna Bakery & Cafe,4.0,382
173,ShopRite of Eddystone,3.0,15
174,Los Comparres,4.5,339
175,La Parrilla Suiza,3.0,125
176,Corks n' Crowns,4.0,276
177,Heads & Tails Beauty Boutique,4.5,215
178,Organico Pizza,4.0,121
179,Ob's Jamaican Restaurant,4.0,29
180,The Depot Craft Brewery Distillery,4.0,1245
181,Timpano Hyde Park,3.5,380
182,Papyrus,4.0,17
183,Kanella,4.5,579
184,Hidden River Brewing Company,4.0,71
185,Turmeric Indian Cuisine,4.5,120
186,Courtyard by Marriott St. Petersburg Clearwater,3.5,42
187,Desire Oyster Bar,4.0,1084
188,Makiman Sushi,3.5,209
189,eegee's,3.0,35
190,McDonald's,1.0,38
191,In Riva,4.0,729
192,Bing's Boba Tea,4.0,218
193,Maico,4.5,102
194,Pearl,2.5,32
195,Pi Pizzeria - Delmar Loop,4.0,633
196,Megu Sushi & Hibachi,3.5,121
197,Felicias Pizza Kitchen,4.0,176
198,Biggest Little Baby,4.5,39
199,Fast & Fancy Restaurant,3.5,7
200,Potito's Italian American Pastries,3.5,88
201,Smiths Restaurant and Bar,3.0,225
202,Maple Street Patisserie,3.5,171
203,Arby's,3.0,16
204,Bareburger - Midtown Village,4.0,622
205,Padaro Beach Grill,4.5,885
206,Three Muses,4.0,1165
207,Café at The Square,4.0,293
208,Luke,4.0,4554
209,Aroma Indian Bistro,4.5,100
210,Mint Modern Vietnamese Bistro & Bar,4.0,403
211,Chick-fil-A,4.0,256
212,Wahoo's Fish Tacos,3.5,62
213,El Arado Mexican Grill,3.0,162
214,Lucky Goat Coffeehouse,4.5,135
215,Retro Fitness,2.5,29
216,Santa Fe,3.5,252
217,Bob Evans,2.5,51
218,Queen Nails & Spa,2.0,64
219,Clusters Handcrafted Popcorn,4.5,44
220,The Trappe Tavern,3.0,109
221,Embassy Suites by Hilton Tampa Downtown Convention Center,2.5,209
222,Barbarians,3.0,96
223,Preservation Hall,4.5,745
224,Oregon Steaks,3.5,184
225,Buffalo Wild Wings,2.0,91
226,Chateau Cafe,3.0,66
227,Something Else,4.5,6
228,National Pizza Company,4.0,42
229,Wilensky Locks & Hardware,4.5,50
230,P J Whelihan's Pub & Restaurant - Oaks,3.0,146
231,Good Karma Cafe,4.0,249
232,Wings Over Broadway,3.5,302
233,7-Eleven,2.0,18
234,Jaco Juice and Taco,4.0,130
235,21st Amendment at La Louisiane,4.5,399
236,Bellevue State Park,4.0,16
237,Oh Yoko!,4.0,108
238,Shops At Liberty Place,3.5,95
239,Cafe Beignet on Bourbon Street,3.5,1066
240,Valente’s Cucina,5.0,45
241,Mac's Tavern,3.5,446
242,Plat 99,4.5,206
243,Harvinskins Seafood Market & Cafe,4.5,46
244,P.F. Chang's,3.0,243
245,Villa Feliz Flowers,5.0,31
246,Rothman Orthopaedics,4.0,12
247,Pho Hoa Noodle Soup,3.5,116
248,Saloon 151,3.0,117
249,Aqui Con El Nene,4.5,322
250,El Tumi Peruvian Restaurant,3.5,83
251,Jamaican Jerk Hut,2.5,276
252,Sushi-Haru,3.5,63
253,Tastee Restaurant,4.5,141
254,TFA The Future Antiques,4.0,57
255,Sabrina's Café,4.0,570
256,ACME Markets,2.5,28
257,Victoria's Nail Salon,2.5,15
258,Zayna Mediterranean Cafe,4.0,33
259,Buddy Brew Coffee ,4.0,459
260,"""No Macarena"" DJ & Custom Music Service",5.0,23
261,Veekoo,4.0,160
262,Cake Life Bake Shop,4.5,241
263,Morrow's,4.0,831
264,Miller's Ale House - Springfield,3.0,295
265,Jay's Favorite Sushi Bar,3.5,97
266,Osteria,3.5,99
267,Santa Barbara County Courthouse,4.5,251
268,Foodery,3.5,113
269,Lafayette Square,4.0,53
270,Tennessee Brew Works,4.5,421
271,Rescue Spa,4.5,476
272,Cafe Du Monde,4.5,216
273,Olive Garden Italian Restaurant,3.0,69
274,Surrey's Café & Juice Bar,4.5,2084
275,Zorba's Taverna,4.5,510
276,Nooddi Thai Chef,3.5,185
277,Rev Indy,5.0,15
278,Tapper Pub,4.0,29
279,Kmart,2.0,84
280,The Project -- Corazón Cocina & Taproom,4.0,162
281,Jasmine Rice - Rittenhouse,3.5,307
282,Xochitl,3.5,453
283,The Buffet,3.5,594
284,Goody's Soda Fountain & Candy Store,4.5,158
285,Mom Mom's Kitchen and Polish Food Cart,5.0,91
286,Snackbar,3.5,56
287,Gator's Dockside - Tampa,3.5,158
288,Audubon Ale House,2.5,36
289,Williams-Sonoma,3.0,33
290,VisionLoft Events,4.5,23
291,Outback Steakhouse,3.5,165
292,Bitar's,4.0,154
293,Creole House Restaurant & Oyster Bar,4.0,1594
294,Tampa Bay Brewing Company Westchase,4.0,476
295,Maynards,4.0,608
296,Bruno's Pizza & Restaurant,4.0,104
297,Franklin's,3.5,129
298,Tacodelphia,4.0,240
299,Cheu Noodle Bar,4.0,818
300,Philadelphia Marriott Old City,3.0,217
301,Szechuan Hill Chinese Restaurant,3.5,53
302,Saigon Restaurant,4.0,421
303,la Madeleine,3.5,126
304,Casa Del Mar Inn,4.0,194
305,Thai Place Restaurant,4.5,222
306,Johnson's Locust Hall Farm,4.5,23
307,Hablo Taco,3.5,268
308,Oliver's,4.5,313
309,Trilogy Nightclub & Hookah Lounge,2.5,47
310,Nordstrom The Plaza at King of Prussia,3.5,105
311,Nevada Humane Society,4.0,102
312,Philadelphia Cricket Club,4.0,13
313,Buena Onda,4.0,552
314,Lawler & Balthasar Auto Repair Company,4.5,12
315,Cafe Pontalba,3.0,560
316,John's Water Ice,4.5,274
317,Corner Music,4.5,42
318,Benjamin Franklin Bridge,4.5,95
319,New Day Craft,4.5,305
320,Five Guys,3.5,35
321,Suraya,4.5,1121
322,Center of Clayton,3.5,15
323,Daves Dogs - Cart,5.0,156
324,Mel's Kitchen,4.5,206
325,Baskin-Robbins,3.0,22
326,Philly Fusion & Grill Chicken Bowl,4.0,20
327,National Car Rental,3.0,173
328,Lloyd Whiskey Bar,4.0,210
329,Mike the Bike Guy,4.0,85
330,Best in the West Nugget Rib Cook-Off,4.5,276
331,Old Southwest Social House,4.0,30
332,Bluewater Grill - Santa Barbara,4.0,768
333,MD Oriental Market,4.0,122
334,Hellas Restaurant,4.5,1368
335,McAlisters Select,1.5,6
336,TRiMM Salon Color Bar,5.0,51
337,Favela Chic,3.5,90
338,The Screamery HandCrafted Ice Cream,4.5,173
339,Ross Dress for Less,3.0,30
340,Wildflower Cafe,4.5,519
341,Sante Pilates Studio,5.0,7
342,Marathon,3.5,90
343,Biscuit Love: Hillsboro Village,4.0,578
344,Chipotle Mexican Grill,3.5,57
345,The Quarter Stitch,4.5,77
346,Grand Hacienda,3.5,37
347,Harbor Seafood & Oyster Bar,4.0,954
348,Trimline of Reno,4.0,51
349,Prohibition Taproom,4.0,618
350,Acme Glass,4.5,8
351,Cafe Square One,4.5,245
352,Earl of Sandwich,3.5,81
353,The Fat Ham,4.0,286
354,Termini Bros Bakery,4.0,263
355,Parrot Pete's,2.5,98
356,The Cruisery,4.0,362
357,Green Basil Thai Kitchen,4.0,74
358,Che Chori Foods,5.0,69
359,Juniper Commons,3.5,63
360,Alpha K9 U,4.5,25
361,Panera Bread,3.0,73
362,Barone's Tuscan Grill,3.5,118
363,Mel's Diner,3.0,26
364,City Limits Bakery & Cafe,4.0,112
365,Cucina Zapata,4.5,248
366,It'Sugar,2.5,15
367,Red Robin Gourmet Burgers and Brews,3.0,118
368,In the Valley,4.0,73
369,Mazzaro's Italian Market,4.5,1551
370,Subway,2.5,5
371,Pei Wei,3.5,75
372,Han Dynasty,4.0,411
373,Crunch Fitness - Channelside,3.0,65
374,Village Burger,1.5,16
375,Corropolese Bakery & Deli,4.5,89
376,Lilly's Cafe,4.5,777
377,M3 Restaurant,4.0,245
378,Cold Spring Tavern,4.5,1018
379,Taqueria Cuernavaca,4.5,409
380,Fortune Chinese Restaurant,3.5,87
381,30th Street Station,4.0,381
382,Tarpon Springs Aquarium and Animal Sanctuary,3.5,66
383,PennDOT,3.0,24
384,Cafe Ponte,4.5,541
385,The Pancake Pantry,4.0,2063
386,Cold Stone Creamery,3.5,24
387,Iron Hill Brewery & Restaurant,3.5,289
388,Sun Burst Inn,3.5,12
389,Safelite AutoGlass,4.0,155
390,Philly Pretzel Factory,3.5,7
391,Outback Steakhouse,3.0,89
392,Ron's Original Bar & Grille,4.0,383
393,Cosi,2.5,115
394,Jones,3.5,1141
395,Whole Foods Market,3.5,159
396,Shop N Go II,4.0,9
397,Layla's Honky Tonk,4.0,194
398,Gryphon Cafe,4.0,195
399,The Gypsy Saloon,4.0,201
400,Boulevard Pizza,4.0,199
401,Devon Donut & Bagel Company,3.5,85
402,Carl's Jr,1.5,22
403,Feeding Tampa Bay,5.0,13
404,The Flying Cupcake ,4.0,193
405,World Sports Grille,2.5,38
406,Red Robin Gourmet Burgers and Brews,3.5,175
407,Trattoria Carina,4.5,213
408,Huey P Long Bridge,3.5,25
409,Sakana Sushi Bar & Japanese,4.0,374
410,Walmart Supercenter,1.5,40
411,Chase Bank,3.5,8
412,The Hungry Greek,3.5,69
413,Whole Foods Market,4.0,375
414,Frost Gelato,4.5,243
415,The United States Mint,4.0,97
416,Eye Care Physicians & Surgeons of New Jersey,3.0,12
417,Via Marconi's Pizza Pub,2.5,146
418,Sam's Restaurant & Saloon,2.0,9
419,Deep Sea Tasting Room,4.0,472
420,Mindub,5.0,20
421,Joe Bob's Chicken Palace,3.5,62
422,Suegra Tequila Cantina,3.5,132
423,The Eagle Inn,4.5,368
424,Michael's Grill,4.0,162
425,La Colombe Coffee,4.0,614
426,Albasha Greek & Lebanese Café,4.0,132
427,Marketplace Cafe,4.0,28
428,Pinocchio's Restaurant,3.5,245
429,Red Owl Tavern,3.5,618
430,PetSmart,2.5,10
431,New Orleans Union Passenger Terminal,3.5,41
432,Ichiban,3.5,227
433,Leather Surgeons,5.0,110
434,Starbucks,3.0,28
435,Century Glass,5.0,9
436,R2L,3.5,787
437,HSN Outlet,3.5,12
438,Dairy Queen,2.5,24
439,The Container Store,4.0,45
440,Chase Restaurant,3.0,436
441,500 Degrees,3.5,443
442,Peppermill Reno,4.0,2486
443,Phily Diner & Sports Bar,3.0,253
444,Sephora,3.5,188
445,Green Tea Nails & Spa,3.0,84
446,Ploy Thai,4.0,171
447,Tabu Lounge & Sports Bar,3.5,121
448,Shephard's Beach Resort,3.0,371
449,The Bellwether,4.5,235
450,Tako Japanese Restaurant,4.0,181
451,Johnny Rockets,2.5,110
452,Tom Jones Family Restaurant,3.5,106
453,LSUHSC Cafeteria,4.0,10
454,Buhos Latin Fusion & Bar,3.5,60
455,Ariana,4.0,115
456,Animo Juice,3.5,125
457,AMC Cherry Hill 24,2.5,240
458,La Encantada,4.0,88
459,AMC Classic Granite Run Mall 8,2.5,63
460,Mammoth Espresso,4.5,112
461,Iron Plow Vineyards,4.0,45
462,Tony Luke's,2.5,93
463,Penang,3.5,1112
464,Pasco County Rest Area I-75 Northbound,4.5,9
465,KFC,1.5,19
466,House of Lounge,3.5,6
467,Indy Reads,4.5,101
468,HipCityVeg,4.0,1082
469,Foods On First,3.5,96
470,Village Inn,3.0,64
471,Marrakesh,4.5,659
472,Hotel Provincial,4.0,179
473,The Gourmet Vendor,5.0,12
474,West Side Gravy,3.0,64
475,Best Western Plus Yacht Harbor Inn,2.5,45
476,Compère Lapin,4.5,804
477,The Drafting Room Tap Room & Grill,3.5,104
478,Philadelphia Eagles,3.5,50
479,Hot Diggity!,4.5,191
480,Chickie's & Pete's,3.5,590
481,El Camino Real,3.5,1014
482,PrimoHoagies,3.0,37
483,Carrabba's Italian Grill,3.0,133
484,Brick House Tavern + Tap,3.5,561
485,Nhu Y,4.0,79
486,Numa,4.0,30
487,Khyber Pass Pub,4.0,845
488,The Alexander,4.0,204
489,1776 Allman,4.5,12
490,Spice Finch,4.5,325
491,ACME Markets,2.5,13
492,Village Whiskey,4.0,1553
493,Blackthorn Pub and Pizza,3.5,446
494,Burger Up,4.0,857
495,Top Tomato Bar & Pizza,3.5,232
496,Tangs Garden,3.5,25
497,City Greens,4.0,66
498,Alaska Airlines,2.5,33
499,Frazer Diner,3.5,51
500,Starbucks,2.5,24
501,Trident Grill,4.0,370
502,Dots Diner - by Central,4.0,35
503,Pure Design,4.5,75
504,The Barrel Wine Bar,3.5,33
505,SPOT Gourmet Burgers,4.5,282
506,Starbucks,3.5,63
507,Children's Hospital New Orleans,4.0,21
508,Law Offices of Steven J Klearman & Associates,5.0,20
509,Wawa,4.0,20
510,Westmont Party,4.5,10
511,The Wooden Spoon Cafe and Bakery,4.0,21
512,The Hideout Salon and Lounge,4.5,37
513,Kermit's Bake Shoppe,4.0,183
514,Greenplate,4.0,47
515,DSW Designer Shoe Warehouse,3.5,25
516,Nelson's Ice Cream Store,4.0,34
517,Pizzeria Vetri,4.0,651
518,Sizzle Pie,3.5,252
519,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,4.0,996
520,The Cow and The Curd,4.0,117
521,Fox Fitness,5.0,12
522,Singapore Restaurant & Sushi Bar,4.0,98
523,Wine Works,4.0,59
524,Le Rendez-vous,4.0,223
525,Broadway Bar & Grille,4.0,49
526,Flying Pie Pizzaria,3.0,160
527,Kim's Tailor Shop,4.5,18
528,Three Carrots Fountain Square,4.5,246
529,Hotel Monteleone,4.0,767
530,King's Island Chinese & Japanese Restaurant,3.5,12
531,Lobster Haven,4.0,441
532,Yellow Submarine,4.0,231
533,Castillo Inn at the Beach,4.5,233
534,Buffalo Exchange,4.0,120
535,Reel Cinemas Anthony Wayne Theater,3.5,27
536,Baileys' Range,3.5,1567
537,Rittenhouse Grill,3.5,290
538,Liborios Latin Cafe,4.0,125
539,Condon's Flower Cart,5.0,9
540,Montesano Bros Trattoria & Catering,4.5,97
541,Tara's Nails & Spa,4.5,65
542,Perelman Center for Advanced Medicine,3.5,17
543,Magnolia Grill of New Orleans,3.5,117
544,VCA Garden State Animal Hospital,4.0,46
545,Wendy's,2.0,18
546,Nirvana Indian Bistro,4.5,188
547,Oriental Pearl Restaurant,4.0,154
548,Rittenhouse Hardware,4.5,170
549,LUVI Restaurant,4.5,161
550,ALDI,3.5,23
551,Grand Lux Cafe,3.5,422
552,Cracker Barrel Old Country Store,3.5,204
553,ECO Cleaners,3.5,15
554,Nick's Old Original Roast Beef,4.0,143
555,Sunova Beach,3.5,28
556,Zen Nails & Spa,3.5,57
557,Rollin' Oats Market,4.0,151
558,Palace of Asia,3.5,87
559,Cajun Encounters Tour Company,4.5,1210
560,Public House at Logan Square,2.5,120
561,Jack in the Box,2.0,26
562,Tbar,4.0,58
563,Steamboat Natchez,3.5,780
564,White Castle,3.0,23
565,Benihana,2.5,240
566,Heirloom Fine American Cookery,4.0,87
567,Night Market,3.0,66
568,Ted Drewes,4.5,1395
569,Cool Springs Brewery,3.5,264
570,Bad Boy Burgers 2,3.0,68
571,Tre Lune,4.0,262
572,Vetri Cucina,4.5,489
573,The Turning Point - Cherry Hill,3.5,243
574,Huong Sizzling Wok,4.0,102
575,Bella Prana Yoga and Meditation,4.5,77
576,Burrito Bonito,3.0,24
577,Sport Clips Haircuts of Tucson - Wetmore Center,3.0,12
578,Hollander Hotel,4.5,265
579,The Silverspoon,4.0,233
580,Sports Illustrated,1.5,10
581,Cafe Fiorello's,3.5,115
582,London Grill,3.0,350
583,Dinardo's Famous Crabs,2.5,256
584,Seminole Hard Rock Hotel & Casino Tampa,2.5,739
585,Blues City Deli,5.0,991
586,Limoncello Ristorante & Caterers,4.0,483
587,The Foodery,4.0,156
588,The Concourse at Comcast Center,3.0,48
589,Bacchanal Fine Wine & Spirits,4.5,1156
590,Logan Square Self-Park Garage,4.0,20
591,Akoi Nail Spa,3.5,49
592,101 Taiwanese Cuisine,4.0,1145
593,KRĒM,4.5,326
594,The Summit Shopping Center,3.5,52
595,Pho 38,3.5,27
596,Rocky's Gourmet Pizza,3.0,26
597,The Bridge: Cinema de Lux,3.0,75
598,Bed Bath & Beyond,4.0,9
599,United States Post Office,2.5,5
600,The Crack Fox,3.5,39
601,Hale & True,4.5,60
602,Two Chicks Café - CBD,4.5,324
603,Red Roof Inn Tucson North - Marana,2.0,77
604,USPS,2.5,15
605,Crazy Sushi,4.0,550
606,"Marcus Harold H, DDS",4.5,8
607,TJ Maxx,3.0,17
608,Body Cycle Spinning Studio,5.0,144
609,Back 2 Life Chiropractic,2.5,15
610,Jai Dee,5.0,9
611,Panera Bread,3.0,128
612,Sally Beauty Supply,3.5,11
613,Pho Street,4.0,150
614,New Orleans Board of Trade,4.0,12
615,William Collier's,3.5,27
616,Wawa,4.5,8
617,Zoes Kitchen,4.0,114
618,Tria Cafe Wash West,4.5,770
619,BAMBU,4.5,28
620,Preferred Party Place,3.0,20
621,Federal Donuts,4.0,321
622,Drexel Hill Cyclery,4.5,23
623,Chateau Golf & Country Club,4.5,11
624,Anthropologie,4.0,157
625,Dewey's Pizza,4.5,237
626,Zeppoli,4.0,297
627,Greco Roman,4.0,33
628,Thailand Restaurant,4.0,119
629,Ritz Theatre Co,4.5,7
630,Broad Ripple Brewpub,3.5,378
631,Citizens Bank Park,4.5,515
632,Tampa Airport Post Office,3.5,58
633,Magic Touch Car Wash,4.0,52
634,Suzies Hot Shoppe,4.5,35
635,More Than Just Ice Cream,3.5,239
636,Canal's,4.0,24
637,Sam's Club,3.0,65
638,Bocconcini,4.5,163
639,Ants Pants Café,4.0,531
640,Queen Nails,3.5,11
641,Henry's Coffee Bistro,3.5,232
642,Honey's Sit-N-Eat,4.0,1396
643,Loews Philadelphia Hotel,3.5,505
644,Angela's Mexican Food,3.5,70
645,TeBella Tea Company,4.5,65
646,TacoSon,4.5,453
647,Giorgio Pizza on Pine,2.5,19
648,Marathon,3.5,593
649,Sushi Tsu Japanese Steakhouse & Sushi Bar,3.5,19
650,Masquerade,3.5,43
651,Cappy's Pizzeria- Seminole Heights,3.5,221
652,The Barbary,4.0,197
653,La Va Cafe,3.5,201
654,Ken's Seafood Restaurant,3.0,95
655,Target,3.5,28
656,The Pasta House,2.5,205
657,Yummy 2,4.0,52
658,The Irish Pol,4.0,122
659,Friendly's,2.0,33
660,Jean Madeline Aveda Institute Salon,3.5,190
661,Fellini Cafe of Media,4.0,508
662,Superior Grill,3.0,510
663,Earnest Bar & Hideaway,4.0,265
664,Italiano's,4.5,51
665,Aston Diner,3.0,125
666,City Fitness - Graduate Hospital,3.5,193
667,Tavern,4.0,1222
668,Mi Ranchito,4.0,375
669,J Luna's Mobile Car Wash,5.0,5
670,Westmont Diner,4.0,156
671,Dominic's,3.5,24
672,Domino's Pizza,2.0,23
673,Bangkokville Thai Cuisine,4.5,341
674,Nook A Paleo Influenced Diner,4.5,163
675,Red Kings 2 Restaurant,3.5,68
676,Murph's Bar,4.0,315
677,Abunai Poke,3.0,20
678,LEX Nightclub,3.5,292
679,Brodo,3.0,33
680,Poke Bowl,4.0,194
681,Cracker Barrel Old Country Store,3.5,108
682,O'Fallon Brewery,3.5,50
683,Franco's Place,4.0,11
684,Cabana Water Ice,3.5,21
685,"Rook Thomas, DC",4.0,6
686,Dickey's Barbecue Pit,2.0,82
687,Pep Boys,2.0,104
688,Dove Mountain Grill,3.5,21
689,Boise Bicycle Project,3.5,18
690,Delicia,4.5,603
691,Cleopatra Cafe,2.0,56
692,Ridley's,3.0,20
693,Holiday Inn Express & Suites St. Petersburg North,3.0,31
694,Czerw's Kielbasy,5.0,150
695,Kimberton Inn,4.5,117
696,Kajun's Pub,3.5,139
697,Han Dynasty,3.5,301
698,Broken Beaker Distillery,3.5,72
699,Charro Steak & Del Rey,4.0,589
700,Felici Events,4.5,20
701,Sbraga,4.0,375
702,Izenberg's Catering & Cafe,3.5,86
703,Revolucion,3.5,456
704,Jimmy Guana's,3.0,170
705,Cafe Roma,3.0,110
706,Muriel's Jackson Square,4.0,1963
707,New Orleans Arena,3.5,45
708,Whirled Peace,4.0,46
709,Factory Donuts,3.5,20
710,Federal Donuts,4.0,530
711,Andre Richard Salon,4.5,348
712,Giant Heirloom Market,4.0,33
713,Miyabi Restaurant,3.5,51
714,The Merion,4.0,69
715,Tartes Pastry Shop,4.0,181
716,Ice House Steaks & Pizza,3.5,179
717,Airport Chevron Service,4.0,23
718,Chartres House,3.5,655
719,Philadelphia Flower Show,2.5,178
720,Blue Giant,4.0,182
721,Rams Head Bar & Grill,4.0,116
722,Fresh Off The Hook,3.5,169
723,Ba-Dar,4.0,255
724,Tacconelli's Pizzeria,4.0,372
725,Chapterhouse Café & Gallery,4.5,477
726,El Mariachi San Lucas,4.5,281
727,Buffalo Wild Wings,2.5,123
728,Rizzieri Salon & Spa,3.5,60
729,PJ Whelihan's Pub + Restaurant - Haddonfield,3.0,156
730,Carlucci's Waterfront,3.5,359
731,Crossroads Restaurant,3.5,103
732,Indianapolis Motor Speedway,4.5,214
733,McFarlan's Market,5.0,11
734,Fork,4.0,1810
735,Swarthmore True Value Hardware,5.0,10
736,Amada,4.0,2109
737,Philadelphia Zoo,4.0,450
738,"Wegmans Wine, Liquor & Beer",4.0,47
739,Rent Scene,4.5,86
